tag,count,zh_name,confidence,note
finger_in_own_mouth,2447,手指在自己的嘴,medium,自动拆词组合，建议校对语序
sleeping_on_person,2432,sleeping在人物,medium,自动拆词；需校对未知片段: sleeping
hand_on_another's_ass,2431,手在他人的屁股,medium,自动拆词组合，建议校对语序
fanbox_username,2429,fanbox用户名,medium,自动拆词；需校对未知片段: fanbox
tactical_clothes,2427,tactical服装,medium,自动拆词；需校对未知片段: tactical
licking_nipple,2425,舔乳头,medium,自动拆词组合，建议校对语序
video_camera,2422,videocamera,low,"自动拆词；需校对未知片段: video, camera"
tall_female,2422,tall女性,medium,自动拆词；需校对未知片段: tall
bisexual_female,2415,bisexual女性,medium,自动拆词；需校对未知片段: bisexual
spiked_armlet,2411,spikedarmlet,low,"自动拆词；需校对未知片段: spiked, armlet"
traditional_youkai,2404,传统youkai,medium,自动拆词；需校对未知片段: youkai
millennium_cheerleader_outfit_(blue_archive),2400,millenniumcheerleaderoutfit（blue_archive）,low,"自动拆词；需校对未知片段: millennium, cheerleader, outfit"
see-through_leotard,2399,透视连体衣,medium,自动拆词组合，建议校对语序
green_neckerchief,2397,绿色领巾,medium,自动拆词组合，建议校对语序
industrial_pipe,2397,industrial管,medium,自动拆词；需校对未知片段: industrial
o-ring_thigh_strap,2396,o泳圈大腿带子,medium,自动拆词；需校对未知片段: o
frilled_socks,2384,荷叶边袜子,medium,自动拆词组合，建议校对语序
cone_horns,2381,cone角,medium,自动拆词；需校对未知片段: cone
grey_necktie,2379,灰色领带,medium,自动拆词组合，建议校对语序
breast_curtain,2378,乳房curtain,medium,自动拆词；需校对未知片段: curtain
holstered,2374,holstered,low,自动拆词；需校对未知片段: holstered
head_on_pillow,2367,头在枕头,medium,自动拆词组合，建议校对语序
blue_sash,2364,蓝色腰带,medium,自动拆词组合，建议校对语序
two-sided_jacket,2363,两个双面夹克,medium,自动拆词组合，建议校对语序
pink_pupils,2361,粉色瞳孔,medium,自动拆词组合，建议校对语序
plaid_necktie,2359,格纹领带,medium,自动拆词组合，建议校对语序
hair_through_headwear,2354,头发视头饰,medium,自动拆词组合，建议校对语序
backless_leotard,2351,backless连体衣,medium,自动拆词；需校对未知片段: backless
holding_swim_ring,2344,拿着swim泳圈,medium,自动拆词；需校对未知片段: swim
multiple_condoms,2343,多个condoms,medium,自动拆词；需校对未知片段: condoms
loose_clothes,2337,宽松服装,medium,自动拆词组合，建议校对语序
mechanical_tail,2336,机械尾巴,medium,自动拆词组合，建议校对语序
tokusatsu,2332,tokusatsu,low,自动拆词；需校对未知片段: tokusatsu
stomach_cutout,2324,stomach开洞,medium,自动拆词；需校对未知片段: stomach
cropped_shoulders,2319,短款shoulders,medium,自动拆词；需校对未知片段: shoulders
black_male_underwear,2315,黑色男性内衣,medium,自动拆词组合，建议校对语序
patchwork_skin,2312,patchwork皮肤,medium,自动拆词；需校对未知片段: patchwork
emoji,2305,emoji,low,自动拆词；需校对未知片段: emoji
nijigasaki_academy_school_uniform,2305,nijigasaki学园学校制服,medium,自动拆词；需校对未知片段: nijigasaki
constellation_print,2289,星座印花,medium,自动拆词组合，建议校对语序
floating_clothes,2282,漂浮服装,medium,自动拆词组合，建议校对语序
see-through_skirt,2282,透视裙子,medium,自动拆词组合，建议校对语序
black_pubic_hair,2281,黑色阴部头发,medium,自动拆词组合，建议校对语序
tracen_training_uniform,2280,tracentraining制服,low,"自动拆词；需校对未知片段: tracen, training"
blue_eyeshadow,2279,蓝色眼影,medium,自动拆词组合，建议校对语序
handsfree_ejaculation,2277,handsfreeejaculation,low,"自动拆词；需校对未知片段: handsfree, ejaculation"
puckered_anus,2277,puckeredanus,low,"自动拆词；需校对未知片段: puckered, anus"
open_pants,2273,打开裤子,medium,自动拆词组合，建议校对语序
fishnet_top,2273,网眼上装,medium,自动拆词组合，建议校对语序
cum_on_penis,2273,精液在阴茎,medium,自动拆词组合，建议校对语序
inverted_bob,2272,invertedbob,low,"自动拆词；需校对未知片段: inverted, bob"
drop_earrings,2271,drop耳环,medium,自动拆词；需校对未知片段: drop
sleeve_garter,2265,袖子吊袜带,medium,自动拆词组合，建议校对语序
veiny_breasts,2265,veiny乳房,medium,自动拆词；需校对未知片段: veiny
heart_o-ring,2265,心形o泳圈,medium,自动拆词；需校对未知片段: o
two-tone_ribbon,2263,两个tone丝带,medium,自动拆词；需校对未知片段: tone
chest_strap,2262,胸部带子,medium,自动拆词组合，建议校对语序
kalashnikov_rifle,2262,kalashnikovrifle,low,"自动拆词；需校对未知片段: kalashnikov, rifle"
face_to_breasts,2261,脸乳房,medium,自动拆词组合，建议校对语序
tight_shirt,2259,紧身衬衫,medium,自动拆词组合，建议校对语序
brown_necktie,2257,棕色领带,medium,自动拆词组合，建议校对语序
crazy_smile,2252,crazysmile,low,"自动拆词；需校对未知片段: crazy, smile"
gold_hairband,2248,金色发带,medium,自动拆词组合，建议校对语序
yellow_hoodie,2246,黄色连帽衫,medium,自动拆词组合，建议校对语序
eye_focus,2243,眼特写,medium,自动拆词组合，建议校对语序
white_bag,2242,白色包,medium,自动拆词组合，建议校对语序
red-tinted_eyewear,2242,红色染色眼镜,medium,自动拆词组合，建议校对语序
deviantart_username,2240,deviantart用户名,medium,自动拆词；需校对未知片段: deviantart
eyebrow_cut,2240,eyebrow切开,medium,自动拆词；需校对未知片段: eyebrow
animal_ear_headwear,2239,动物耳朵头饰,medium,自动拆词组合，建议校对语序
collared_coat,2238,collared外套,medium,自动拆词；需校对未知片段: collared
goat_ears,2237,山羊耳朵,medium,自动拆词组合，建议校对语序
collared_cape,2235,collared披肩,medium,自动拆词；需校对未知片段: collared
sports_car,2232,运动car,medium,自动拆词；需校对未知片段: car
grey_scarf,2230,灰色围巾,medium,自动拆词组合，建议校对语序
grey_border,2230,灰色边框,medium,自动拆词组合，建议校对语序
single_hair_ring,2230,单个头发泳圈,medium,自动拆词组合，建议校对语序
birdcage,2228,birdcage,low,自动拆词；需校对未知片段: birdcage
yellow_thighhighs,2227,黄色长筒袜,medium,自动拆词组合，建议校对语序
green_sleeves,2225,绿色袖子,medium,自动拆词组合，建议校对语序
orange_fur,2222,橙色毛皮,medium,自动拆词组合，建议校对语序
window_blinds,2221,windowblinds,low,"自动拆词；需校对未知片段: window, blinds"
leopard_ears,2213,leopard耳朵,medium,自动拆词；需校对未知片段: leopard
purple_gemstone,2210,紫色宝石,medium,自动拆词组合，建议校对语序
futanari_masturbation,2209,futanari自慰,medium,自动拆词；需校对未知片段: futanari
scar_on_neck,2208,伤疤在脖子,medium,自动拆词组合，建议校对语序
clover_print,2205,clover印花,medium,自动拆词；需校对未知片段: clover
lycoris_uniform,2202,lycoris制服,medium,自动拆词；需校对未知片段: lycoris
holding_game_controller,2200,拿着游戏controller,medium,自动拆词；需校对未知片段: controller
pink_socks,2198,粉色袜子,medium,自动拆词组合，建议校对语序
black_buruma,2197,黑色buruma,medium,自动拆词；需校对未知片段: buruma
greatsword,2189,greatsword,low,自动拆词；需校对未知片段: greatsword
sideways,2182,sideways,low,自动拆词；需校对未知片段: sideways
pixiv_id,2181,pixivid,low,"自动拆词；需校对未知片段: pixiv, id"
multicolored_fur,2179,多色毛皮,medium,自动拆词组合，建议校对语序
neon_lights,2176,neonlights,low,"自动拆词；需校对未知片段: neon, lights"
green_apron,2174,绿色围裙,medium,自动拆词组合，建议校对语序
park_bench,2174,parkbench,low,"自动拆词；需校对未知片段: park, bench"
brushing_hair,2171,brushing头发,medium,自动拆词；需校对未知片段: brushing
eyebrow_piercing,2167,eyebrow穿孔,medium,自动拆词；需校对未知片段: eyebrow
gold_necklace,2163,金色项链,medium,自动拆词组合，建议校对语序
bird_legs,2158,鸟腿,medium,自动拆词组合，建议校对语序
polka_dot_dress,2156,polka点连衣裙,medium,自动拆词；需校对未知片段: polka
puffy_pants,2154,puffy裤子,medium,自动拆词；需校对未知片段: puffy
plaid_headwear,2152,格纹头饰,medium,自动拆词组合，建议校对语序
space_helmet,2152,space头盔,medium,自动拆词；需校对未知片段: space
white_tail,2151,白色尾巴,medium,自动拆词组合，建议校对语序
blood_from_eyes,2143,血眼睛,medium,自动拆词组合，建议校对语序
fiery_hair,2143,fiery头发,medium,自动拆词；需校对未知片段: fiery
sidepec,2143,sidepec,low,自动拆词；需校对未知片段: sidepec
red_fur,2141,红色毛皮,medium,自动拆词组合，建议校对语序
leather_belt,2139,leather腰带,medium,自动拆词；需校对未知片段: leather
green_halo,2134,绿色光环,medium,自动拆词组合，建议校对语序
claw_ring,2129,claw泳圈,medium,自动拆词；需校对未知片段: claw
dyed_bangs,2120,dyed刘海,medium,自动拆词；需校对未知片段: dyed
two-tone_eyes,2117,两个tone眼睛,medium,自动拆词；需校对未知片段: tone
wrinkled_skin,2115,wrinkled皮肤,medium,自动拆词；需校对未知片段: wrinkled
fake_antlers,2115,假鹿角,medium,自动拆词组合，建议校对语序
frilled_cuffs,2114,荷叶边袖口,medium,自动拆词组合，建议校对语序
scissor_blade_(kill_la_kill),2113,scissorblade（kill_la_kill）,low,"自动拆词；需校对未知片段: scissor, blade"
two-tone_bowtie,2111,两个tone领结,medium,自动拆词；需校对未知片段: tone
palm_leaf,2109,palm叶子,medium,自动拆词；需校对未知片段: palm
pink_blood,2107,粉色血,medium,自动拆词组合，建议校对语序
holding_brush,2105,拿着brush,medium,自动拆词；需校对未知片段: brush
against_tree,2101,against树,medium,自动拆词；需校对未知片段: against
black_halo,2100,黑色光环,medium,自动拆词组合，建议校对语序
checkered_necktie,2098,棋盘格领带,medium,自动拆词组合，建议校对语序
on_bench,2096,在bench,medium,自动拆词；需校对未知片段: bench
upturned_eyes,2096,upturned眼睛,medium,自动拆词；需校对未知片段: upturned
jack-o'_challenge,2094,插孔o'挑战,medium,自动拆词；需校对未知片段: o'
e.g.o_(project_moon),2091,e.g.o（project_moon）,low,自动拆词；需校对未知片段: e.g.o
bear_girl,2087,熊女孩,medium,自动拆词组合，建议校对语序
fur-trimmed_cloak,2085,毛皮饰边斗篷,medium,自动拆词组合，建议校对语序
electrokinesis,2084,electrokinesis,low,自动拆词；需校对未知片段: electrokinesis
fangs_out,2081,fangs露出,medium,自动拆词；需校对未知片段: fangs
gold_bracelet,2081,金色手镯,medium,自动拆词组合，建议校对语序
black_undershirt,2078,黑色undershirt,medium,自动拆词；需校对未知片段: undershirt
incoming_attack,2075,incomingattack,low,"自动拆词；需校对未知片段: incoming, attack"
poke_ball_symbol,2072,poke球符号,medium,自动拆词；需校对未知片段: poke
pink_fur,2072,粉色毛皮,medium,自动拆词组合，建议校对语序
cum_on_legs,2071,精液在腿,medium,自动拆词组合，建议校对语序
shortstack,2066,shortstack,low,自动拆词；需校对未知片段: shortstack
holding_baseball_bat,2064,拿着baseball蝙蝠,medium,自动拆词；需校对未知片段: baseball
hand_on_eyewear,2063,手在眼镜,medium,自动拆词组合，建议校对语序
fertilization,2062,fertilization,low,自动拆词；需校对未知片段: fertilization
orange_thighhighs,2059,橙色长筒袜,medium,自动拆词组合，建议校对语序
sitting_in_tree,2056,坐着在树,medium,自动拆词组合，建议校对语序
thigh_cutout,2055,大腿开洞,medium,自动拆词组合，建议校对语序
knees_apart_feet_together,2048,膝盖分开脚在一起,medium,自动拆词组合，建议校对语序
ribbon-trimmed_clothes,2047,丝带饰边服装,medium,自动拆词组合，建议校对语序
blue_bag,2044,蓝色包,medium,自动拆词组合，建议校对语序
purple_belt,2041,紫色腰带,medium,自动拆词组合，建议校对语序
leg_hold,2040,腿hold,medium,自动拆词；需校对未知片段: hold
wooden_table,2040,wooden桌子,medium,自动拆词；需校对未知片段: wooden
x-shaped_pupils,2039,x形瞳孔,medium,自动拆词；需校对未知片段: x
red_bandana,2037,红色bandana,medium,自动拆词；需校对未知片段: bandana
spoken_character,2034,spokencharacter,low,"自动拆词；需校对未知片段: spoken, character"
looking_at_mirror,2032,看着mirror,medium,自动拆词；需校对未知片段: mirror
halloween_bucket,2032,halloweenbucket,low,"自动拆词；需校对未知片段: halloween, bucket"
blue_collar,2029,蓝色衣领,medium,自动拆词组合，建议校对语序
white_veil,2025,白色veil,medium,自动拆词；需校对未知片段: veil
belt_bra,2023,腰带bra,medium,自动拆词；需校对未知片段: bra
yellow_armband,2023,黄色臂章,medium,自动拆词组合，建议校对语序
flower_ornament,2018,花饰品,medium,自动拆词组合，建议校对语序
shoulder_boards,2011,肩boards,medium,自动拆词；需校对未知片段: boards
fish_(food),2008,鱼（食物）,medium,自动拆词组合，建议校对语序
blowing_kiss,2005,blowingkiss,low,"自动拆词；需校对未知片段: blowing, kiss"
multicolored_shirt,1999,多色衬衫,medium,自动拆词组合，建议校对语序
cooking_pot,1999,cookingpot,low,"自动拆词；需校对未知片段: cooking, pot"
viera,1998,viera,low,自动拆词；需校对未知片段: viera
pillbox_hat,1997,pillbox帽子,medium,自动拆词；需校对未知片段: pillbox
penis_out,1995,阴茎露出,medium,自动拆词组合，建议校对语序
brown_socks,1995,棕色袜子,medium,自动拆词组合，建议校对语序
single_fingerless_glove,1993,单个露指手套,medium,自动拆词组合，建议校对语序
yellow_horns,1990,黄色角,medium,自动拆词组合，建议校对语序
yellow_belt,1987,黄色腰带,medium,自动拆词组合，建议校对语序
homurahara_academy_school_uniform,1983,homurahara学园学校制服,medium,自动拆词；需校对未知片段: homurahara
stuffed_shark,1979,填充鲨鱼,medium,自动拆词组合，建议校对语序
veiny_arms,1977,veiny手臂,medium,自动拆词；需校对未知片段: veiny
unworn_bikini_top,1972,未穿戴比基尼上装,medium,自动拆词组合，建议校对语序
against_railing,1969,againstrailing,low,"自动拆词；需校对未知片段: against, railing"
pyrokinesis,1969,pyrokinesis,low,自动拆词；需校对未知片段: pyrokinesis
chocolate_on_body,1967,巧克力在身体,medium,自动拆词组合，建议校对语序
truck,1964,truck,low,自动拆词；需校对未知片段: truck
pectoral_grab,1963,胸肌抓住,medium,自动拆词组合，建议校对语序
redesign,1962,redesign,low,自动拆词；需校对未知片段: redesign
2024,1961,2024,medium,自动拆词组合，建议校对语序
hair_ears,1960,头发耳朵,medium,自动拆词组合，建议校对语序
shower_(place),1959,shower（place）,low,自动拆词；需校对未知片段: shower
bow_earrings,1959,蝴蝶结耳环,medium,自动拆词组合，建议校对语序
fur-trimmed_kimono,1958,毛皮饰边和服,medium,自动拆词组合，建议校对语序
very_long_fingernails,1958,非常长fingernails,medium,自动拆词；需校对未知片段: fingernails
cropped_hoodie,1958,短款连帽衫,medium,自动拆词组合，建议校对语序
bandaid_on_hand,1954,创可贴在手,medium,自动拆词组合，建议校对语序
onee-loli,1953,oneeloli,low,"自动拆词；需校对未知片段: onee, loli"
doughnut_hair_bun,1951,doughnut头发发髻,medium,自动拆词；需校对未知片段: doughnut
sticker_on_face,1951,sticker在脸,medium,自动拆词；需校对未知片段: sticker
pink_pajamas,1948,粉色pajamas,medium,自动拆词；需校对未知片段: pajamas
wooden_fence,1946,woodenfence,low,"自动拆词；需校对未知片段: wooden, fence"
bandaged_neck,1945,绷带包扎脖子,medium,自动拆词组合，建议校对语序
crescent_facial_mark,1942,新月面部标记,medium,自动拆词组合，建议校对语序
heart_balloon,1941,心形balloon,medium,自动拆词；需校对未知片段: balloon
x,1939,x,low,自动拆词；需校对未知片段: x
blue_cloak,1937,蓝色斗篷,medium,自动拆词组合，建议校对语序
stitched_face,1937,stitched脸,medium,自动拆词；需校对未知片段: stitched
sparse_pubic_hair,1934,sparse阴部头发,medium,自动拆词；需校对未知片段: sparse
hand_on_another's_waist,1932,手在他人的腰,medium,自动拆词组合，建议校对语序
behind_another,1928,在后方他人的,medium,自动拆词组合，建议校对语序
sweatpants,1927,sweatpants,low,自动拆词；需校对未知片段: sweatpants
shoulder_strap,1927,肩带子,medium,自动拆词组合，建议校对语序
sitting_on_stairs,1925,坐着在stairs,medium,自动拆词；需校对未知片段: stairs
eyewear_on_headwear,1925,眼镜在头饰,medium,自动拆词组合，建议校对语序
sunburst_background,1923,sunburst背景,medium,自动拆词；需校对未知片段: sunburst
cowboy_western,1922,cowboywestern,low,"自动拆词；需校对未知片段: cowboy, western"
brown_horns,1922,棕色角,medium,自动拆词组合，建议校对语序
grabbing_another's_chin,1920,抓住他人的chin,medium,自动拆词；需校对未知片段: chin
respirator,1918,respirator,low,自动拆词；需校对未知片段: respirator
unworn_boots,1918,未穿戴boots,medium,自动拆词；需校对未知片段: boots
torpedo_tubes,1914,torpedotubes,low,"自动拆词；需校对未知片段: torpedo, tubes"
male_playboy_bunny,1902,男性playboy兔女郎,medium,自动拆词；需校对未知片段: playboy
bow_(music),1899,蝴蝶结（music）,medium,自动拆词组合，建议校对语序
thigh_belt,1898,大腿腰带,medium,自动拆词组合，建议校对语序
bulletproof_vest,1897,bulletproof背心,medium,自动拆词；需校对未知片段: bulletproof
nipple_bar,1894,乳头bar,medium,自动拆词；需校对未知片段: bar
kibito_high_school_uniform,1893,kibitohigh学校制服,low,"自动拆词；需校对未知片段: kibito, high"
purple_capelet,1892,紫色小披肩,medium,自动拆词组合，建议校对语序
yellow_bag,1891,黄色包,medium,自动拆词组合，建议校对语序
instagram_username,1890,instagram用户名,medium,自动拆词；需校对未知片段: instagram
3others,1889,3others,low,自动拆词；需校对未知片段: 3others
index_fingers_together,1888,index手指在一起,medium,自动拆词；需校对未知片段: index
furrification,1888,furrification,low,自动拆词；需校对未知片段: furrification
bodice,1885,bodice,low,自动拆词；需校对未知片段: bodice
nike_(company),1884,nike（company）,low,自动拆词；需校对未知片段: nike
pink_eyeshadow,1882,粉色眼影,medium,自动拆词组合，建议校对语序
palette_(object),1880,palette（物体）,low,自动拆词；需校对未知片段: palette
blue_sclera,1877,蓝色巩膜,medium,自动拆词组合，建议校对语序
imminent_fellatio,1875,即将口交,medium,自动拆词组合，建议校对语序
pink_belt,1874,粉色腰带,medium,自动拆词组合，建议校对语序
reindeer_costume,1873,reindeer服装,medium,自动拆词；需校对未知片段: reindeer
ribbon-trimmed_collar,1870,丝带饰边衣领,medium,自动拆词组合，建议校对语序
hakama_pants,1867,袴裤子,medium,自动拆词组合，建议校对语序
snap-fit_buckle,1864,snapfitbuckle,low,"自动拆词；需校对未知片段: snap, fit, buckle"
head_on_another's_shoulder,1861,头在他人的肩,medium,自动拆词组合，建议校对语序
pink_one-piece_swimsuit,1860,粉色一个件泳装,medium,自动拆词组合，建议校对语序
magatama_earrings,1860,magatama耳环,medium,自动拆词；需校对未知片段: magatama
stadium,1859,stadium,low,自动拆词；需校对未知片段: stadium
hand_on_another's_neck,1858,手在他人的脖子,medium,自动拆词组合，建议校对语序
holding_balloon,1858,拿着balloon,medium,自动拆词；需校对未知片段: balloon
blue-tinted_eyewear,1857,蓝色染色眼镜,medium,自动拆词组合，建议校对语序
moon_(ornament),1856,moon（饰品）,low,自动拆词；需校对未知片段: moon
buttoned_cuffs,1855,buttoned袖口,medium,自动拆词；需校对未知片段: buttoned
cow_boy,1855,cow男孩,medium,自动拆词；需校对未知片段: cow
torn,1853,破损,medium,自动拆词组合，建议校对语序
psychic,1853,psychic,low,自动拆词；需校对未知片段: psychic
hair_in_own_mouth,1849,头发在自己的嘴,medium,自动拆词组合，建议校对语序
viewer_holding_leash,1848,viewer拿着牵绳,medium,自动拆词；需校对未知片段: viewer
banknote,1844,banknote,low,自动拆词；需校对未知片段: banknote
stone_floor,1838,stone地板,medium,自动拆词；需校对未知片段: stone
purple_eyeshadow,1837,紫色眼影,medium,自动拆词组合，建议校对语序
yellow_sash,1836,黄色腰带,medium,自动拆词组合，建议校对语序
penis_size_difference,1836,阴茎sizedifference,low,"自动拆词；需校对未知片段: size, difference"
painting_(action),1829,painting（action）,low,自动拆词；需校对未知片段: painting
partially_underwater_shot,1826,部分underwatershot,low,"自动拆词；需校对未知片段: underwater, shot"
holding_scissors,1826,拿着scissors,medium,自动拆词；需校对未知片段: scissors
tail_wrap,1821,尾巴wrap,medium,自动拆词；需校对未知片段: wrap
brown_cloak,1821,棕色斗篷,medium,自动拆词组合，建议校对语序
cum_on_hands,1820,精液在双手,medium,自动拆词组合，建议校对语序
body_freckles,1820,身体freckles,medium,自动拆词；需校对未知片段: freckles
utaite,1820,utaite,low,自动拆词；需校对未知片段: utaite
overcast,1819,overcast,low,自动拆词；需校对未知片段: overcast
rainbow_gradient,1818,rainbow渐变,medium,自动拆词；需校对未知片段: rainbow
chibi_only,1817,chibi仅,medium,自动拆词；需校对未知片段: chibi
sitting_on_object,1817,坐着在物体,medium,自动拆词组合，建议校对语序
pussy_piercing,1817,pussy穿孔,medium,自动拆词；需校对未知片段: pussy
hickey,1814,hickey,low,自动拆词；需校对未知片段: hickey
ace_(playing_card),1811,ace（playing_card）,low,自动拆词；需校对未知片段: ace
multicolored_bow,1810,多色蝴蝶结,medium,自动拆词组合，建议校对语序
mole_on_ass,1808,痣在屁股,medium,自动拆词组合，建议校对语序
romper,1806,romper,low,自动拆词；需校对未知片段: romper
diamond_cutout,1805,菱形开洞,medium,自动拆词组合，建议校对语序
large_testicles,1803,大testicles,medium,自动拆词；需校对未知片段: testicles
kissing_forehead,1801,亲吻额头,medium,自动拆词组合，建议校对语序
prosthetic_leg,1797,prosthetic腿,medium,自动拆词；需校对未知片段: prosthetic
gold_bikini,1795,金色比基尼,medium,自动拆词组合，建议校对语序
grey_belt,1794,灰色腰带,medium,自动拆词组合，建议校对语序
black_garter_straps,1793,黑色吊袜带straps,medium,自动拆词；需校对未知片段: straps
heel_up,1789,heel变大,medium,自动拆词；需校对未知片段: heel
triangle_earrings,1789,triangle耳环,medium,自动拆词；需校对未知片段: triangle
bow_choker,1786,蝴蝶结项圈,medium,自动拆词组合，建议校对语序
platform_heels,1786,platformheels,low,"自动拆词；需校对未知片段: platform, heels"
delinquent,1785,delinquent,low,自动拆词；需校对未知片段: delinquent
dress_flower,1784,连衣裙花,medium,自动拆词组合，建议校对语序
animal_bag,1783,动物包,medium,自动拆词组合，建议校对语序
rabbit_boy,1783,兔子男孩,medium,自动拆词组合，建议校对语序
mechanical_hands,1783,机械双手,medium,自动拆词组合，建议校对语序
green_flower,1782,绿色花,medium,自动拆词组合，建议校对语序
disgust,1782,厌恶,medium,自动拆词组合，建议校对语序
6+others,1776,6+others,low,自动拆词；需校对未知片段: 6+others
hooded_robe,1773,带兜帽长袍,medium,自动拆词组合，建议校对语序
group_picture,1772,grouppicture,low,"自动拆词；需校对未知片段: group, picture"
purple-tinted_eyewear,1768,紫色染色眼镜,medium,自动拆词组合，建议校对语序
yellow_pants,1766,黄色裤子,medium,自动拆词组合，建议校对语序
purple_fur,1766,紫色毛皮,medium,自动拆词组合，建议校对语序
straddling_paizuri,1766,straddlingpaizuri,low,"自动拆词；需校对未知片段: straddling, paizuri"
unusually_open_eyes,1765,unusually打开眼睛,medium,自动拆词；需校对未知片段: unusually
heart_button,1765,心形纽扣,medium,自动拆词组合，建议校对语序
ammunition_pouch,1761,ammunitionpouch,low,"自动拆词；需校对未知片段: ammunition, pouch"
lettuce,1759,lettuce,low,自动拆词；需校对未知片段: lettuce
bruise_on_face,1757,bruise在脸,medium,自动拆词；需校对未知片段: bruise
sleeveless_turtleneck_leotard,1756,sleeveless高领连体衣,medium,自动拆词；需校对未知片段: sleeveless
plaid_jacket,1756,格纹夹克,medium,自动拆词组合，建议校对语序
orange_neckerchief,1752,橙色领巾,medium,自动拆词组合，建议校对语序
stroking_own_chin,1752,stroking自己的chin,low,"自动拆词；需校对未知片段: stroking, chin"
multicolored_horns,1751,多色角,medium,自动拆词组合，建议校对语序
grid_background,1748,网格背景,medium,自动拆词组合，建议校对语序
drinking_straw_in_mouth,1748,drinkingstraw在嘴,low,"自动拆词；需校对未知片段: drinking, straw"
diving_suit,1748,diving套装,medium,自动拆词；需校对未知片段: diving
sakuramon,1748,sakuramon,low,自动拆词；需校对未知片段: sakuramon
holding_water_gun,1747,拿着水枪,medium,自动拆词组合，建议校对语序
pixiv_username,1747,pixiv用户名,medium,自动拆词；需校对未知片段: pixiv
arm_between_breasts,1746,手臂之间乳房,medium,自动拆词组合，建议校对语序
two-tone_headwear,1746,两个tone头饰,medium,自动拆词；需校对未知片段: tone
brown_bowtie,1746,棕色领结,medium,自动拆词组合，建议校对语序
user_interface,1741,userinterface,low,"自动拆词；需校对未知片段: user, interface"
leg_armor,1738,腿盔甲,medium,自动拆词组合，建议校对语序
panda_ears,1738,panda耳朵,medium,自动拆词；需校对未知片段: panda
frilled_shorts,1735,荷叶边短裤,medium,自动拆词组合，建议校对语序
stab,1734,stab,low,自动拆词；需校对未知片段: stab
tricorne,1732,tricorne,low,自动拆词；需校对未知片段: tricorne
fortissimo,1732,fortissimo,low,自动拆词；需校对未知片段: fortissimo
cloth_gag,1727,cloth口球,medium,自动拆词；需校对未知片段: cloth
shirt_in_mouth,1721,衬衫在嘴,medium,自动拆词组合，建议校对语序
in-franchise_crossover,1716,在franchisecrossover,low,"自动拆词；需校对未知片段: franchise, crossover"
purple_tail,1712,紫色尾巴,medium,自动拆词组合，建议校对语序
juice,1711,juice,low,自动拆词；需校对未知片段: juice
multicolored_coat,1709,多色外套,medium,自动拆词组合，建议校对语序
team_rocket_uniform,1709,teamrocket制服,low,"自动拆词；需校对未知片段: team, rocket"
colored_shoe_soles,1707,有色shoesoles,low,"自动拆词；需校对未知片段: shoe, soles"
neck_fur,1706,脖子毛皮,medium,自动拆词组合，建议校对语序
earth_(ornament),1706,earth（饰品）,low,自动拆词；需校对未知片段: earth
gym,1702,gym,low,自动拆词；需校对未知片段: gym
sparkler,1702,sparkler,low,自动拆词；需校对未知片段: sparkler
light_blue_background,1702,浅色蓝色背景,medium,自动拆词组合，建议校对语序
berry,1702,berry,low,自动拆词；需校对未知片段: berry
mustache_stubble,1702,mustache胡茬,medium,自动拆词；需校对未知片段: mustache
3d_background,1701,3d背景,medium,自动拆词；需校对未知片段: 3d
greco-roman_clothes,1701,grecoroman服装,low,"自动拆词；需校对未知片段: greco, roman"
butterfly_on_hand,1701,蝴蝶在手,medium,自动拆词组合，建议校对语序
turtleneck_leotard,1699,高领连体衣,medium,自动拆词组合，建议校对语序
stone_wall,1695,stone墙,medium,自动拆词；需校对未知片段: stone
gradient_clothes,1693,渐变服装,medium,自动拆词组合，建议校对语序
blank_censor,1693,blankcensor,low,"自动拆词；需校对未知片段: blank, censor"
blue_feathers,1693,蓝色羽毛,medium,自动拆词组合，建议校对语序
cupping_hands,1692,cupping双手,medium,自动拆词；需校对未知片段: cupping
horse_penis,1691,horse阴茎,medium,自动拆词；需校对未知片段: horse
sleep_mask,1691,sleep面具,medium,自动拆词；需校对未知片段: sleep
unworn_bag,1689,未穿戴包,medium,自动拆词组合，建议校对语序
back_focus,1685,背后特写,medium,自动拆词组合，建议校对语序
year_of_the_dragon,1685,年dragon,medium,自动拆词；需校对未知片段: dragon
gold_choker,1680,金色项圈,medium,自动拆词组合，建议校对语序
open_robe,1678,打开长袍,medium,自动拆词组合，建议校对语序
multiple_piercings,1676,多个piercings,medium,自动拆词；需校对未知片段: piercings
icho_private_high_school_uniform,1676,ichoprivatehigh学校制服,low,"自动拆词；需校对未知片段: icho, private, high"
ginkgo_leaf,1674,ginkgo叶子,medium,自动拆词；需校对未知片段: ginkgo
chainmail,1671,chainmail,low,自动拆词；需校对未知片段: chainmail
2014,1670,2014,medium,自动拆词组合，建议校对语序
object_through_head,1669,物体视头,medium,自动拆词组合，建议校对语序
scar_on_stomach,1668,伤疤在stomach,medium,自动拆词；需校对未知片段: stomach
strongman_waist,1667,strongman腰,medium,自动拆词；需校对未知片段: strongman
loose_bowtie,1665,宽松领结,medium,自动拆词组合，建议校对语序
cooperative_paizuri,1662,cooperativepaizuri,low,"自动拆词；需校对未知片段: cooperative, paizuri"
blue_tongue,1659,蓝色舌头,medium,自动拆词组合，建议校对语序
