tag,count,zh_name,confidence,note
yellow_horns,1990,黄色角,medium,自动拆词组合，建议校对语序
yellow_belt,1987,黄色腰带,medium,自动拆词组合，建议校对语序
homurahara_academy_school_uniform,1983,homurahara学园学校制服,medium,自动拆词；需校对未知片段: homurahara
stuffed_shark,1979,填充鲨鱼,medium,自动拆词组合，建议校对语序
veiny_arms,1977,veiny手臂,medium,自动拆词；需校对未知片段: veiny
unworn_bikini_top,1972,未穿戴比基尼上装,medium,自动拆词组合，建议校对语序
against_railing,1969,againstrailing,low,"自动拆词；需校对未知片段: against, railing"
pyrokinesis,1969,pyrokinesis,low,自动拆词；需校对未知片段: pyrokinesis
chocolate_on_body,1967,巧克力在身体,medium,自动拆词组合，建议校对语序
truck,1964,truck,low,自动拆词；需校对未知片段: truck
pectoral_grab,1963,胸肌抓住,medium,自动拆词组合，建议校对语序
redesign,1962,redesign,low,自动拆词；需校对未知片段: redesign
2024,1961,2024,medium,自动拆词组合，建议校对语序
hair_ears,1960,头发耳朵,medium,自动拆词组合，建议校对语序
shower_(place),1959,shower（place）,low,自动拆词；需校对未知片段: shower
bow_earrings,1959,蝴蝶结耳环,medium,自动拆词组合，建议校对语序
fur-trimmed_kimono,1958,毛皮饰边和服,medium,自动拆词组合，建议校对语序
very_long_fingernails,1958,非常长fingernails,medium,自动拆词；需校对未知片段: fingernails
cropped_hoodie,1958,短款连帽衫,medium,自动拆词组合，建议校对语序
bandaid_on_hand,1954,创可贴在手,medium,自动拆词组合，建议校对语序
onee-loli,1953,oneeloli,low,"自动拆词；需校对未知片段: onee, loli"
doughnut_hair_bun,1951,doughnut头发发髻,medium,自动拆词；需校对未知片段: doughnut
sticker_on_face,1951,sticker在脸,medium,自动拆词；需校对未知片段: sticker
pink_pajamas,1948,粉色pajamas,medium,自动拆词；需校对未知片段: pajamas
wooden_fence,1946,woodenfence,low,"自动拆词；需校对未知片段: wooden, fence"
bandaged_neck,1945,绷带包扎脖子,medium,自动拆词组合，建议校对语序
crescent_facial_mark,1942,新月面部标记,medium,自动拆词组合，建议校对语序
heart_balloon,1941,心形balloon,medium,自动拆词；需校对未知片段: balloon
x,1939,x,low,自动拆词；需校对未知片段: x
blue_cloak,1937,蓝色斗篷,medium,自动拆词组合，建议校对语序
stitched_face,1937,stitched脸,medium,自动拆词；需校对未知片段: stitched
sparse_pubic_hair,1934,sparse阴部头发,medium,自动拆词；需校对未知片段: sparse
hand_on_another's_waist,1932,手在他人的腰,medium,自动拆词组合，建议校对语序
behind_another,1928,在后方他人的,medium,自动拆词组合，建议校对语序
sweatpants,1927,sweatpants,low,自动拆词；需校对未知片段: sweatpants
shoulder_strap,1927,肩带子,medium,自动拆词组合，建议校对语序
sitting_on_stairs,1925,坐着在stairs,medium,自动拆词；需校对未知片段: stairs
eyewear_on_headwear,1925,眼镜在头饰,medium,自动拆词组合，建议校对语序
sunburst_background,1923,sunburst背景,medium,自动拆词；需校对未知片段: sunburst
cowboy_western,1922,cowboywestern,low,"自动拆词；需校对未知片段: cowboy, western"
brown_horns,1922,棕色角,medium,自动拆词组合，建议校对语序
grabbing_another's_chin,1920,抓住他人的chin,medium,自动拆词；需校对未知片段: chin
respirator,1918,respirator,low,自动拆词；需校对未知片段: respirator
unworn_boots,1918,未穿戴boots,medium,自动拆词；需校对未知片段: boots
torpedo_tubes,1914,torpedotubes,low,"自动拆词；需校对未知片段: torpedo, tubes"
male_playboy_bunny,1902,男性playboy兔女郎,medium,自动拆词；需校对未知片段: playboy
bow_(music),1899,蝴蝶结（music）,medium,自动拆词组合，建议校对语序
thigh_belt,1898,大腿腰带,medium,自动拆词组合，建议校对语序
bulletproof_vest,1897,bulletproof背心,medium,自动拆词；需校对未知片段: bulletproof
nipple_bar,1894,乳头bar,medium,自动拆词；需校对未知片段: bar
kibito_high_school_uniform,1893,kibitohigh学校制服,low,"自动拆词；需校对未知片段: kibito, high"
purple_capelet,1892,紫色小披肩,medium,自动拆词组合，建议校对语序
yellow_bag,1891,黄色包,medium,自动拆词组合，建议校对语序
instagram_username,1890,instagram用户名,medium,自动拆词；需校对未知片段: instagram
3others,1889,3others,low,自动拆词；需校对未知片段: 3others
index_fingers_together,1888,index手指在一起,medium,自动拆词；需校对未知片段: index
furrification,1888,furrification,low,自动拆词；需校对未知片段: furrification
bodice,1885,bodice,low,自动拆词；需校对未知片段: bodice
nike_(company),1884,nike（company）,low,自动拆词；需校对未知片段: nike
pink_eyeshadow,1882,粉色眼影,medium,自动拆词组合，建议校对语序
palette_(object),1880,palette（物体）,low,自动拆词；需校对未知片段: palette
blue_sclera,1877,蓝色巩膜,medium,自动拆词组合，建议校对语序
imminent_fellatio,1875,即将口交,medium,自动拆词组合，建议校对语序
pink_belt,1874,粉色腰带,medium,自动拆词组合，建议校对语序
reindeer_costume,1873,reindeer服装,medium,自动拆词；需校对未知片段: reindeer
ribbon-trimmed_collar,1870,丝带饰边衣领,medium,自动拆词组合，建议校对语序
hakama_pants,1867,袴裤子,medium,自动拆词组合，建议校对语序
snap-fit_buckle,1864,snapfitbuckle,low,"自动拆词；需校对未知片段: snap, fit, buckle"
head_on_another's_shoulder,1861,头在他人的肩,medium,自动拆词组合，建议校对语序
pink_one-piece_swimsuit,1860,粉色一个件泳装,medium,自动拆词组合，建议校对语序
magatama_earrings,1860,magatama耳环,medium,自动拆词；需校对未知片段: magatama
stadium,1859,stadium,low,自动拆词；需校对未知片段: stadium
hand_on_another's_neck,1858,手在他人的脖子,medium,自动拆词组合，建议校对语序
holding_balloon,1858,拿着balloon,medium,自动拆词；需校对未知片段: balloon
blue-tinted_eyewear,1857,蓝色染色眼镜,medium,自动拆词组合，建议校对语序
moon_(ornament),1856,moon（饰品）,low,自动拆词；需校对未知片段: moon
buttoned_cuffs,1855,buttoned袖口,medium,自动拆词；需校对未知片段: buttoned
cow_boy,1855,cow男孩,medium,自动拆词；需校对未知片段: cow
torn,1853,破损,medium,自动拆词组合，建议校对语序
psychic,1853,psychic,low,自动拆词；需校对未知片段: psychic
hair_in_own_mouth,1849,头发在自己的嘴,medium,自动拆词组合，建议校对语序
viewer_holding_leash,1848,viewer拿着牵绳,medium,自动拆词；需校对未知片段: viewer
banknote,1844,banknote,low,自动拆词；需校对未知片段: banknote
stone_floor,1838,stone地板,medium,自动拆词；需校对未知片段: stone
purple_eyeshadow,1837,紫色眼影,medium,自动拆词组合，建议校对语序
yellow_sash,1836,黄色腰带,medium,自动拆词组合，建议校对语序
penis_size_difference,1836,阴茎sizedifference,low,"自动拆词；需校对未知片段: size, difference"
painting_(action),1829,painting（action）,low,自动拆词；需校对未知片段: painting
partially_underwater_shot,1826,部分underwatershot,low,"自动拆词；需校对未知片段: underwater, shot"
holding_scissors,1826,拿着scissors,medium,自动拆词；需校对未知片段: scissors
tail_wrap,1821,尾巴wrap,medium,自动拆词；需校对未知片段: wrap
brown_cloak,1821,棕色斗篷,medium,自动拆词组合，建议校对语序
cum_on_hands,1820,精液在双手,medium,自动拆词组合，建议校对语序
body_freckles,1820,身体freckles,medium,自动拆词；需校对未知片段: freckles
utaite,1820,utaite,low,自动拆词；需校对未知片段: utaite
overcast,1819,overcast,low,自动拆词；需校对未知片段: overcast
rainbow_gradient,1818,rainbow渐变,medium,自动拆词；需校对未知片段: rainbow
chibi_only,1817,chibi仅,medium,自动拆词；需校对未知片段: chibi
sitting_on_object,1817,坐着在物体,medium,自动拆词组合，建议校对语序
pussy_piercing,1817,pussy穿孔,medium,自动拆词；需校对未知片段: pussy
hickey,1814,hickey,low,自动拆词；需校对未知片段: hickey
ace_(playing_card),1811,ace（playing_card）,low,自动拆词；需校对未知片段: ace
multicolored_bow,1810,多色蝴蝶结,medium,自动拆词组合，建议校对语序
mole_on_ass,1808,痣在屁股,medium,自动拆词组合，建议校对语序
romper,1806,romper,low,自动拆词；需校对未知片段: romper
diamond_cutout,1805,菱形开洞,medium,自动拆词组合，建议校对语序
large_testicles,1803,大testicles,medium,自动拆词；需校对未知片段: testicles
kissing_forehead,1801,亲吻额头,medium,自动拆词组合，建议校对语序
prosthetic_leg,1797,prosthetic腿,medium,自动拆词；需校对未知片段: prosthetic
gold_bikini,1795,金色比基尼,medium,自动拆词组合，建议校对语序
grey_belt,1794,灰色腰带,medium,自动拆词组合，建议校对语序
black_garter_straps,1793,黑色吊袜带straps,medium,自动拆词；需校对未知片段: straps
heel_up,1789,heel变大,medium,自动拆词；需校对未知片段: heel
triangle_earrings,1789,triangle耳环,medium,自动拆词；需校对未知片段: triangle
bow_choker,1786,蝴蝶结项圈,medium,自动拆词组合，建议校对语序
platform_heels,1786,platformheels,low,"自动拆词；需校对未知片段: platform, heels"
delinquent,1785,delinquent,low,自动拆词；需校对未知片段: delinquent
dress_flower,1784,连衣裙花,medium,自动拆词组合，建议校对语序
animal_bag,1783,动物包,medium,自动拆词组合，建议校对语序
rabbit_boy,1783,兔子男孩,medium,自动拆词组合，建议校对语序
mechanical_hands,1783,机械双手,medium,自动拆词组合，建议校对语序
green_flower,1782,绿色花,medium,自动拆词组合，建议校对语序
disgust,1782,厌恶,medium,自动拆词组合，建议校对语序
6+others,1776,6+others,low,自动拆词；需校对未知片段: 6+others
hooded_robe,1773,带兜帽长袍,medium,自动拆词组合，建议校对语序
group_picture,1772,grouppicture,low,"自动拆词；需校对未知片段: group, picture"
purple-tinted_eyewear,1768,紫色染色眼镜,medium,自动拆词组合，建议校对语序
yellow_pants,1766,黄色裤子,medium,自动拆词组合，建议校对语序
purple_fur,1766,紫色毛皮,medium,自动拆词组合，建议校对语序
straddling_paizuri,1766,straddlingpaizuri,low,"自动拆词；需校对未知片段: straddling, paizuri"
unusually_open_eyes,1765,unusually打开眼睛,medium,自动拆词；需校对未知片段: unusually
